Year,Loudness,Hotttnesss,Familiarity
1987,-18.349,0.399451724,0.698770478
1987,-14.28,0.379651219,0.540750151
1987,-9.96,0.526182556,0.736677413
1987,-11.947,0.466826993,0.711165787
1987,-5.763,0.610731463,0.872536599
1987,-3.237,0.488019842,0.628489971
1987,-20.142,0.424953084,0.674970293
1987,-10.256,0.62220896,0.705876402
1987,-16.407,0.34563734,0.421960437
1987,-5.938,0.501360613,0.724284927
1987,-8.626,0.48607238,0.686221995
1987,-7.822,0.421448618,0.556083173
1987,-7.499,0.526182556,0.736677413
1987,-9.38,0.498563611,0.731590592
1987,-4.843,0.766545451,0.86652032
1987,-16.104,0.62220896,0.705876402
1987,-15.82,0.373552391,0.577228503
1987,-12.585,0.507464243,0.754917645
1987,-7,0.375362434,0.545866609
1987,-11.691,0.376556981,0.597113363
1987,-11.151,0.375362434,0.545866609
1987,-19.802,0.315776703,0.433403103
1987,-13.524,0.379651219,0.540750151
1987,-14.655,0.362902986,0.559991415
1987,-19.453,0.406508249,0.635087811
1987,-12.808,0.379651219,0.540750151
1987,-10.313,0.370138414,0.556531086
1987,-6.159,0.420570307,0.561589946
1987,-13.229,0.424108277,0.682101282
1987,-8.403,0.540630686,0.710445622
1987,-12.083,0.418895804,0.597794859
1987,-7.75,0.507464243,0.754917645
1987,-2.246,0.71366982,0.844085061
1987,-11.705,0.385515114,0.588667487
1987,-8.698,0.516771087,0.740250721
1987,-25.499,0.480724781,0.722105298
1987,-3.891,0.71366982,0.844085061
1987,-10.981,0.488019842,0.809323793
1987,-15.494,0.455884679,0.627970753
1987,-5.454,0.47136205,0.594047504
1987,-9.966,0.526182556,0.736677413
1987,-5.569,0.428650989,0.608824805
1987,-12.314,0.500946376,0.625190485
1988,-11.976,0.383877494,0.604820432
1988,-2.869,0.456940558,0.665728336
1988,-3.736,0.549204384,0.73118423
1988,-11.356,0.466826993,0.711165787
1988,-9.224,0.377888131,0.508676201
1988,-15.893,0.358685666,0.543971487
1988,-11.401,0,0.321448433
1988,-13.01,0.347249717,0.496224085
1988,-10.133,0.377888131,0.508676201
1988,-6.917,0.318834231,0.421132725
1988,-22.517,0.365533756,0.561370907
1988,-4.618,0.34605822,0.572431139
1988,-9.535,0.379495651,0.481180212
1988,-6.951,0.257381628,0.661766091
1988,-6.905,0.606630152,0.686988955
1988,-14.373,0.544257506,0.78303711
1988,-7.414,0.496381146,0.664924362
1988,-9.623,0.377888131,0.508676201
1988,-10.487,0.395791274,0.60383917
1988,-7.457,0.414236248,0.716854352
1988,-5.068,0.606630152,0.686988955
1988,-12.328,0.514513277,0.709967526
1988,-2.689,0.578301634,0.655921418
1988,-8.016,0.398196717,0.63079537
1988,-15.855,0.387008322,0.552704814
1988,-10.81,0.377888131,0.508676201
1988,-4.92,0.606630152,0.686988955
1988,-14.109,0.396018754,0.606102515
1988,-6.316,0.405234691,0.626803106
1988,-8.794,0.535163042,0.711893809
1988,-9.616,0.424108277,0.682101282
1988,-13.908,0.383877494,0.604820432
1988,-19.776,0.430897609,0.567510986
1988,-14.342,0.347249717,0.496224085
1988,-12.436,0.559925869,0.803810768
1988,-12.182,0.514513277,0.709967526
1988,-12.094,0.379495651,0.481180212
1988,-13.865,0.424940331,0.731822219
1988,-8.078,0.529453453,0.696030301
1988,-8.737,0.359185993,0.601069052
1988,-8.183,0.517342286,0.77149215
1988,-4.82,0.611117503,0.872536599
1988,-11.737,0.359709363,0.547325147
1988,-10.228,0.25574817,0.488278509
1988,-14.373,0.544257506,0.78303711
1988,-6.818,0.359185993,0.601069052
1988,-9.406,0.500946376,0.625190485
1988,-4.732,0.414236248,0.716854352
1988,-5.668,0.51928812,0.692344531
1988,-5.24,0.257381628,0.661766091
1988,-12.685,0.383877494,0.604820432
1988,-12.439,0.395791274,0.60383917
1988,-23.202,0.411364132,0.5291028
1988,-9.944,0.424108277,0.682101282
1988,-12.712,0.461023016,0.60425956
1988,-10.939,0.424940331,0.731822219
1988,-4.468,0.521726648,0.774037142
1988,-12.12,0.338414818,0.411421048
1988,-12.818,0.396018754,0.606102515
1988,-9.727,0.424940331,0.731822219
1988,-5.454,0.71366982,0.844085061
1989,-23.988,0.380704536,0.631946666
1989,-11.702,0.36228409,0.465194733
1989,-8.91,0.52040786,0.747708669
1989,-15.54,0.409292117,0.60542429
1989,-11.488,0.414236248,0.716854352
1989,-7.928,0.362902986,0.559991415
1989,-13.256,0.446732968,0.68550363
1989,-12.436,0.326430853,0.490688788
1989,-5.945,0.47136205,0.594047504
1989,-11.814,0.46311834,0.683388517
1989,-21.506,0.439488099,0.558245309
1989,-5.896,0.328413738,0.506778928
1989,-6.176,0.521726648,0.774037142
1989,-10.061,0.267124867,0.360729206
1989,-19.544,0.503151606,0.670615396
1989,-10.478,0.51346329,0.707199764
1989,-9.803,0.404157671,0.541917737
1989,-9.244,0.456940558,0.665728336
1989,-11.693,0.390660523,0.620392056
1989,-16.205,0.375362434,0.545866609
1989,-23.893,0.368689373,0.534464352
1989,-7.311,0.228751049,0.522693398
1989,-14.977,0.429353515,0.623154284
1989,-9.785,0.503151606,0.670615396
1989,-11.053,0.362902986,0.559991415
1989,-9.515,0.47594129,0.699262056
1989,-12.778,0.399186285,0.596602385
1989,-8.762,0.375362434,0.545866609
1989,-5.53,0.338999979,0.515344518
1989,-10.322,0.368506753,0.573527313
1989,-15.059,0.591628024,0.853124523
1989,-10.713,0.317491739,0.413934002
1989,-17.85,0.401144741,0.607326982
1989,-11.199,0.453850265,0.698291624
1989,-10.062,0.267124867,0.360729206
1989,-7.866,0.46615828,0.620717403
1989,-24.341,0.347547581,0.549282907
1989,-10.592,0.454541929,0.612953154
1989,-8.693,0.407821565,0.610330728
1989,-10.631,0.405967369,0.617608694
1989,-13.995,0.313667192,0.408071911
1989,-12.798,0.446732968,0.685502832
1989,-5.729,0.522047955,0.720711058
1989,-8.239,0.587869152,0.840963901
1989,-10.149,0.598458501,0.905776889
1989,-4.437,0.442948945,0.617473325
1989,-17.502,0.310556083,0.527339183
1989,-12.818,0.367368691,0.574746865
1989,-14.241,0.375496964,0.591602006
1989,-13.856,0.243064542,0.360187294
1989,-7.204,0.399186285,0.596602385
1989,-30.285,0.503151606,0.670615396
1989,-5.844,0.420627401,0.592472073
1989,-9.648,0.383677982,0.513467522
1989,-11.273,0.540630686,0.710445622
1989,-13.129,0.389029366,0.500781986
1989,-9.769,0.47594129,0.699262056
1989,-11.38,0.375496964,0.591602006
1989,-6.658,0.610731463,0.872536599
1989,-11.298,0.390660523,0.620392056
1989,-7.364,0.407821565,0.610330728
1989,-15.029,0.368689373,0.534464352
1989,-11.212,0.384290228,0.60594723
1989,-21.439,0.387008322,0.552704814
1989,-8.273,0.389029366,0.500781986
1989,-16.159,0.401144741,0.607326982
1990,-9.603,0.466826993,0.711165787
1990,-11.98,0.386669092,0.51644378
1990,-8.7,0.398547535,0.605109702
1990,-18.114,0.301502462,0.434272037
1990,-16.336,0.422472423,0.657406765
1990,-11.331,0.430897609,0.567510986
1990,-13.214,0.343389815,0.489537502
1990,-8.183,0.5457307,0.803105473
1990,-8.066,0.364914035,0.585514007
1990,-6.924,0.498668875,0.693009204
1990,-16.865,0.343508878,0.533650139
1990,-11.037,0.443930193,0.621414328
1990,-13.306,0.606630152,0.686988955
1990,-9.66,0.597867168,0.819568422
1990,-12.892,0.33286717,0.495518893
1990,-11.498,0.453850265,0.315684874
1990,-17.629,0.473700501,0.772871995
1990,-12.653,0.462190105,0.624252499
1990,-10.181,0.434976032,0.65103938
1990,-14.064,0.409292117,0.60542429
1990,-13.389,0.368689373,0.534464352
1990,-15.202,0.32288249,0.413165862
1990,-26.045,0.351717751,0.551502069
1990,-4.422,0.398547535,0.605109702
1990,-8.38,0.331241824,0.588959572
1990,-10.323,0.38072824,0.551477434
1990,-14.253,0.299883416,0.429576223
1990,-14.988,0.32288249,0.413165862
1990,-9.609,0.462190105,0.624252499
1990,-12.126,0.401239122,0.559901438
1990,-12.346,0.347225061,0.438644698
1990,-3.798,0.427479241,0.596184927
1990,-16.685,0.359709363,0.547325147
1990,-10.623,0.359709363,0.547325147
1990,-8.025,0.31007875,0.44261828
1990,-13.305,0.32288249,0.413165862
1990,-7.938,0.535163042,0.711893841
1990,-13.324,0.364914035,0.585514007
1990,-11.136,0.32288249,0.413165862
1990,-25.654,0.368689373,0.534464352
1990,-9.931,0.3663557,0.376377265
1990,-24.774,0.375593583,0.574300068
1990,-12.654,0.606630152,0.686988955
1990,-9.759,0.364914035,0.585514007
1990,-9.308,0.787005469,0.934935267
1990,-8.22,0.316692162,0.515044056
1990,-24.732,0.473700501,0.772871995
1990,-7.202,0.42545458,0.53328688
1990,-11.927,0.424108277,0.682101282
1990,-11.437,0.453850265,0.698291624
1990,-9.557,0.406367593,0.575986601
1990,-10.451,0.535163042,0.711893841
1990,-8.666,0.362960597,0.485855596
1990,-13.209,0.372251208,0.573605491
1990,-11.278,0.573554544,0.789018489
1990,-10.052,0.362960597,0.485855596
1990,-9.79,0.578301634,0.655921418
1990,-12.086,0.496381146,0.664924362
1990,-12.957,0.384611084,0.523714637
1990,-4.695,0.521726648,0.774037142
1990,-11.44,0.573554544,0.789018489
1990,-11.429,0.468158756,0.587594371
1990,-17.944,0.450779891,0.629301806
1990,-10.321,0.38355747,0.652860466
1990,-12.637,0.446459238,0.605115789
1990,-7.827,0.364914035,0.585514007
1990,-13.573,0.430897609,0.567510986
1990,-10.553,0.453850265,0.698291624
1990,-7.107,0.458730806,0.657826886
1990,-13.419,0.420627401,0.592472073
1990,-7.178,0.434976032,0.65103938
1990,-10.031,0.453850265,0.698291624
1991,-5.701,0.384184258,0.541975108
1991,-8.095,0.446890727,0.661001337
1991,-6.998,0.413393911,0.712098902
1991,-9.745,0.307902094,0.415784608
1991,-5.165,0.517259283,0.686452083
1991,-5.959,0.349013498,0.510783846
1991,-7.31,0.352342013,0.526646055
1991,-6.051,0.551552455,0.749796959
1991,-9.727,0.352868134,0.555730918
1991,-10.557,0.576903816,0.833967972
1991,-10.99,0.387008322,0.552704814
1991,-9.495,0.458439468,0.732660312
1991,-4.199,0.326430853,0.490688788
1991,-8.508,0.449253877,0.617421407
1991,-13.486,0.502974636,0.698452539
1991,-12.067,0.398908898,0.595166585
1991,-9.505,0.458439468,0.732661132
1991,-7.219,0.71366982,0.844085061
1991,-13.758,0.338454576,0.506336378
1991,-18.7,0.491178954,0.705870924
1991,-13.027,0.285989808,0.370191165
1991,-7.437,0.334252474,0.461741493
1991,-15.636,0.372298573,0.508058613
1991,-15.987,0.379960767,0.498834974
1991,-10.086,0.543681107,0.770040695
1991,-7.236,0.570106512,0.778835827
1991,-13.056,0.422127199,0.603383145
1991,-12.219,0.429353515,0.623154284
1991,-5.928,0.485781602,0.674464705
1991,-17.855,0.432754337,0.631151242
1991,-12.1,0.580013183,0.567313224
1991,-8.351,0.431648556,0.694566512
1991,-14.241,0.46527021,0.6742378
1991,-13.702,0.352342013,0.526646055
1991,-22.083,0.47122433,0.645192339
1991,-14.457,0.449253877,0.617421407
1991,-14.744,0.336668196,0.421421303
1991,-15.89,0.401144741,0.607326982
1991,-14.048,0.310556083,0.527339183
1991,-7.943,0.601184942,0.790922848
1991,-8.978,0.390361005,0.5623863
1991,-15.2,0.416503946,0.616896386
1991,-8.158,0.379495651,0.481180212
1991,-13.483,0.285989808,0.370191165
1991,-9.737,0.407821565,0.610330728
1991,-10.813,0.379495651,0.481180212
1991,-8.068,0.458377719,0.682268535
1991,-8.023,0.383524247,0.54858513
1991,-22.166,0.416503946,0.616896591
1991,-14.257,0.379651219,0.540750151
1991,-6.289,0.498563611,0.731590592
1991,-8.85,0.524063333,0.672904134
1991,-8.615,0.356612934,0.448318719
1991,-25.342,0.503151606,0.670615396
1991,-5.13,0.476389109,0.672680593
1991,-5.977,0.329220236,0.422413313
1991,-9.959,0.576903816,0.833967972
1991,-9.113,0.437001919,0.559317502
1991,-6.913,0.489458258,0.679793556
1991,-14.292,0.446890727,0.661001337
1991,-11.013,0.372298573,0.508058613
1991,-9.394,0.379960767,0.498834975
1991,-10.958,0.387008322,0.552704814
1991,-15.084,0.507781667,0.69044755
1991,-9.259,0.601436483,0.638614022
1991,-9.306,0.545789126,0.806359343
1991,-12.422,0.352342013,0.526646055
1991,-18.745,0.360170271,0.541231189
1991,-9.791,0.360445766,0.58568315
1991,-7.968,0.503362448,0.700679842
1991,-16.536,0.360644227,0.588571842
1991,-10.672,0.610731463,0.872536599
1991,-16.532,0.32085013,0.391454064
1991,-17.389,0.401144741,0.574300068
1991,-9.54,0.533885536,0.567278592
1991,-8.74,0.375362434,0.545866609
1991,-15.838,0.511526435,0.684894723
1991,-12.159,0.388332649,0.583654099
1991,-17.422,0.4260093,0.595645308
1991,-15.647,0.355974359,0.520553746
1991,-10.847,0.488944201,0.630308846
1991,-14.989,0.507464243,0.754917645
1991,-13.035,0.382843062,0.537160563
1991,-15.855,0.401144741,0.607326982
1991,-19.27,0.404798068,0.63752105
1991,-6.939,0.468511466,0.656727793
1991,-23.779,0.37190048,0.540971095
1991,-25.745,0.507965802,0.830252262
1991,-14.472,0.410053623,0.662250484
1991,-5.899,0.551552455,0.749796959
1991,-10.978,0.350928271,0.542299884
1992,-9.983,0.384611084,0.523714637
1992,-7.805,0.544257506,0.73379894
1992,-7.787,0.554291489,0.778816717
1992,-20.846,0.282775063,0.393947413
1992,-24.83,0.427914247,0.669726188
1992,-5.492,0.34209665,0.508971308
1992,-8.726,0.485781602,0.674464705
1992,-12.469,0.377432972,0.522386247
1992,-6.478,0.582921576,0.796337059
1992,-16.163,0.416503946,0.616896386
1992,-11.31,0.390361787,0.676119551
1992,-15.55,0.491178954,0.705881777
1992,-14.443,0.393660868,0.605880471
1992,-16.389,0.393622172,0.448025346
1992,-9.813,0.366713432,0.544979448
1992,-5.626,0.582921576,0.796337059
1992,-22.645,0.393622172,0.448025346
1992,-11.613,0.30004649,0.407455644
1992,-7.465,0.537537201,0.681598553
1992,-4.925,0.411195688,0.642280769
1992,-9.429,0.443547553,0.64444361
1992,-7.921,0.311559176,0.439907658
1992,-7.349,0.536400011,0.797420741
1992,-11.368,0.4260093,0.595645308
1992,-11.415,0.371786733,0.590360325
1992,-10.097,0.332970152,0.489629327
1992,-9.716,0.370628892,0.512687131
1992,-5.93,0.526182556,0.736677413
1992,-20.496,0.467110649,0.761362238
1992,-12.81,0.378969801,0.662670206
1992,-7.265,0.29168806,0.362997347
1992,-10.269,0.392579878,0.558916244
1992,-11.73,0.417885349,0.541968375
1992,-9.767,0.456940558,0.665728336
1992,-9.314,0.455537722,0.695421645
1992,-5.439,0.504307726,0.701441759
1992,-11.197,0.393660868,0.605880471
1992,-10.176,0.461517204,0.643016144
1992,-7.184,0.493566843,0.743129776
1992,-13.822,0.392733676,0.501544777
1992,-12.492,0.473544909,0.547538402
1992,-15.019,0.112417868,0.300499047
1992,-19.164,0.454714841,0.640574149
1992,-9.352,0.422127199,0.603383145
1992,-3.376,0.618219159,0.858677442
1992,-22.42,0.333770845,0.510660236
1992,-4.438,0.582921576,0.796337059
1992,-7.855,0.371026654,0.575982702
1992,-7.11,0.307366234,0.439663711
1992,-8.634,0.302255689,0.491071814
1992,-11.627,0.4260093,0.595645308
1992,-6.39,0.383211422,0.61443158
1992,-8.252,0.570106512,0.778835827
1992,-9.59,0.386180416,0.546727554
1992,-9.944,0.47594129,0.699262056
1992,-8.339,0.468158756,0.587594371
1992,-11.36,0.372959582,0.574383744
1992,-9.024,0.516234384,0.687478318
1992,-7.535,0.414236248,0.716854352
1992,-5.499,0.582921576,0.796337059
1992,-15.83,0.307711679,0.589995162
1992,-5.775,0.490079584,0.776598968
1992,-9.349,0.365686606,0.547035734
1992,-16.685,0.333770845,0.510660236
1992,-10.235,0.414399562,0.489566709
1992,-6.61,0.526182556,0.736677413
1992,-7.736,0.305579278,0.475430774
1992,-13.084,0.333770845,0.510660236
1992,-17.001,0.537209539,0.641963523
1992,-28.95,0.387081084,0.564333839
1992,-14.061,0.473544909,0.547538402
1992,-4.024,0.537267237,0.727497337
1992,-7.616,0.365686606,0.547035734
1992,-7.088,0.378106965,0.58811765
1992,-9.027,0.621085212,0.806580411
1992,-18.389,0.467110649,0.761362238
1992,-16.387,0.409762631,0.60981436
1992,-7.982,0.47594129,0.699262056
1992,-8.539,0.750311503,0.843526543
1992,-9.093,0.370628892,0.512687131
1992,-7.107,0.553566172,0.709010525
1992,-6.033,0.44793548,0.636423645
1992,-13.269,0.47726039,0.770814367
1992,-15.971,0.41458957,0.583646435
1992,-16.465,0.414985282,0.571833796
1992,-6.694,0.537267237,0.727497337
1992,-10.634,0.349366361,0.588932086
1992,-7.532,0.582921576,0.796337059
1992,-15.062,0.423356106,0.571422802
1992,-3.349,0.453850265,0.698291624
1992,-11.76,0.377593082,0.713274972
1992,-18.261,0.343281882,0.449323615
1992,-8.013,0.307366234,0.439663711
1992,-18.454,0.345637314,0.541611591
1992,-7.352,0.434976032,0.65103938
1992,-18.891,0.387081084,0.564333839
1992,-10.118,0.349366361,0.588932086
1992,-11.482,0.288050285,0.404823303
1993,-11.273,0.324430892,0.483243067
1993,-10.754,0.372232889,0.524265131
1993,-8.916,0.384601686,0.566024302
1993,-7.041,0.307902094,0.415784608
1993,-14.891,0.459387425,0.668087296
1993,-23.874,0.459387425,0.668087296
1993,-5.814,0.47070039,0.7127449
1993,-6.107,0.378106965,0.58811765
1993,-10.62,0,0.065327328
1993,-7.996,0.476389109,0.672680593
1993,-11.611,0.543225521,0.787877691
1993,-13.289,0.408955833,0.562597242
1993,-14.172,0.543225521,0.787877691
1993,-13.805,0.480724781,0.722105298
1993,-34.703,0.424953084,0.674970293
1993,-12.354,0,0.430721866
1993,-8.15,0.329543322,0.439634435
1993,-10.27,0.521726648,0.774037142
1993,-9.722,0.36096096,0.56335349
1993,-11.852,0.351717751,0.55143496
1993,-12.577,0.348000019,0.519779082
1993,-11.937,0.461526217,0.565750644
1993,-10.985,0.434823431,0.619366855
1993,-14.375,0.348000019,0.519779082
1993,-20.607,0.424953084,0.674970293
1993,-15.163,0.35303574,0.519000072
1993,-13.213,0.427479241,0.596184927
1993,-12.114,0.362782941,0.470012403
1993,-10.702,0.480724781,0.722105298
1993,-51.643,0.36368784,0.598237132
1993,-13.139,0.505883169,0.710374813
1993,-16.865,0.343389815,0.489537502
1993,-12.005,0.351170212,0.447725075
1993,-27.016,0.343680041,0.54559902
1993,-9.436,0.368336782,0.577973753
1993,-32.742,0.568201422,0.881694731
1993,-9.356,0.368336782,0.577973753
1993,-11.88,0.363506516,0.496152636
1993,-14.748,0.68365806,0.899934952
1993,-11.143,0.317248425,0.422971308
1993,-12.274,0.606630152,0.686988955
1993,-11.253,0.647224724,0.88792045
1993,-7.992,0.402054897,0.611771113
1993,-11.271,0.386669092,0.51644378
1993,-10.948,0,0.065327328
1993,-10.252,0.58257534,0.803836826
1993,-15.511,0.355491136,0.471894876
1993,-12.711,0.458595403,0.679748141
1993,-9.926,0.496381146,0.664924362
1993,-8.705,0.364968608,0.555495603
1993,-13.752,0.317248425,0.422971308
1993,-18.65,0.427479241,0.596184927
1993,-5.004,0.400306607,0.580204476
1993,-8.255,0.362162159,0.524821393
1993,-4.879,0.521726648,0.774037142
1993,-7.479,0.34038543,0.456852846
1993,-5.746,0.610731463,0.872536599
1993,-14.406,0.625428356,0.742548135
1993,-11.893,0.39560835,0.628102577
1993,-10.173,0.33238987,0.450852685
1993,-7.202,0.378106965,0.58811765
1993,-8.611,0.428162224,0.604825992
1993,-7.327,0.34038543,0.456852846
1993,-10.208,0.351717751,0.551502069
1993,-11.651,0.351717751,0.551502069
1993,-9.748,0.27238546,0.406166635
1993,-4.62,0.638588012,0.811890081
1993,-16.963,0.415441656,0.701118744
1993,-9.423,0.488019842,0.809323793
1993,-9.174,0.384601686,0.566024302
1993,-10.351,0.353566815,0.570208282
1993,-14.528,0.355491136,0.471894876
1993,-9.645,0.324430892,0.483243067
1993,-24.729,0.497544085,0.639158708
1993,-9.516,0.334002497,0.44110768
1993,-11.324,0.316692162,0.515044056
1993,-7.416,0.364556676,0.52524756
1993,-6.858,0.379228069,0.50087616
1993,-11.851,0.368336782,0.577973753
1993,-6.565,0.329543322,0.439634435
1993,-3.947,0.610731463,0.872536599
1993,-19.212,0.26622954,0.274432948
1993,-6.819,0.297185687,0.379484458
1993,-16.531,0.434696913,0.659944919
1993,-14.042,0.372232889,0.524265131
1993,-12.998,0.372232889,0.524265131
1993,-9.933,0.379228069,0.50087616
1993,-4.277,0.610731463,0.872536599
1993,-6.712,0.329543322,0.439634435
1993,-8.006,0.426046392,0.667229576
1993,-16.229,0.333770845,0.510660236
1993,-9.958,0.68365806,0.899934952
1993,-6.149,0.414656344,0.64637451
1993,-14.616,0.434696913,0.659944919
1993,-11.621,0.37045613,0.477403317
1993,-9.201,0.37880713,0.477403317
1993,-19.404,0.26622954,0.274432948
1993,-7.958,0.628246419,0.614870934
1993,-17.816,0.403509673,0.624723768
1993,-35.277,0.424953084,0.674970293
1993,-10.612,0.507464243,0.754917645
1993,-5.224,0.351170212,0.447725075
1993,-6.125,0.491468882,0.756063871
1993,-7.863,0.787005469,0.934935267
1993,-9.272,0.555968804,0.737972528
1993,-12.663,0.362782941,0.470012403
1993,-16.69,0.404157671,0.541917737
1993,-8.889,0.40439264,0.460701983
1993,-12.157,0.400221756,0.52875006
1993,-11.951,0.532445871,0.707839968
1993,-10.319,0.479407676,0.681581305
1993,-9.384,0.368336782,0.577973753
1993,-12.007,0.419408141,0.693327979
1993,-22.258,0.350749839,0.510243089
1993,-15.018,0.578301634,0.655921418
1993,-25.221,0.497544085,0.639158708
1993,-17.938,0.568201422,0.881694731
1993,-4.43,0.610731463,0.872536599
1993,-9.808,0.578301634,0.655921418
1993,-14.897,0.420627401,0.592472073
1993,-14.234,0.371302547,0.551565175
1993,-5.301,0.316692162,0.515044056
1993,-9.599,0.379960767,0.498834975
1993,-8.997,0.376556981,0.597113363
1993,-8.081,0.4260093,0.595645308
1993,-19.397,0.26622954,0.274432948
1994,-7.103,0.601184942,0.790922848
1994,-6.2,0.572583336,0.784820389
1994,-4.954,0.568350503,0.779838092
1994,-6.301,0.377593082,0.713274972
1994,-6.746,0.347006921,0.581884359
1994,-11.937,0.233780466,0.3454137
1994,-12.593,0.360200448,0.553637086
1994,-7.751,0.542175166,0.772292647
1994,-6.942,0.551552455,0.749796959
1994,-11.567,0.429149837,0.5534682
1994,-8.311,0.509878708,0.731065756
1994,-8.311,0.536400011,0.797420741
1994,-16.136,0.439843854,0.57763315
1994,-11.661,0.554291489,0.561131213
1994,-10.201,0.382426584,0.501785968
1994,-13.141,0.410541103,0.658731278
1994,-16.196,0.388527293,0.563583586
1994,-12.797,0.587869152,0.840963901
1994,-10.786,0.396521303,0.596189938
1994,-14.904,0.403588238,0.570825323
1994,-9.295,0.448593803,0.565089892
1994,-6.962,0.598458501,0.905776889
1994,-11.485,0.440326073,0.680620248
1994,-10.328,0.498668875,0.693009204
1994,-12.158,0.320086927,0.470212296
1994,-11.319,0.398547535,0.605109702
1994,-14.835,0.208578174,0.376419611
1994,-7.275,0.854637828,0.856448924
1994,-13.691,0.377852557,0.561272323
1994,-15.608,0.472281211,0.632130913
1994,-6.788,0.574497026,0.796420044
1994,-12.744,0.462190105,0.624252499
1994,-25.038,0.318458623,0.44492125
1994,-5.15,0.37246298,0.591846287
1994,-17.88,0.360200448,0.553637086
1994,-12.472,0.385583661,0.554890899
1994,-7.158,0.561830538,0.69480252
1994,-10.11,0.392733676,0.501544777
1994,-11.372,0.352976472,0.018501542
1994,-11.638,0.466153998,0.642452951
1994,-11.504,0.37246298,0.591846287
1994,-12.361,0.410950258,0.634490513
1994,-8.127,0.591628024,0.853124523
1994,-14.173,0.351320975,0.499904176
1994,-5.365,0.536400011,0.797420741
1994,-12.755,0.320086927,0.470212296
1994,-13.846,0.349139602,0.539111561
1994,-15.631,0.393762699,0.570016703
1994,-20.831,0.34054408,0.479755041
1994,-13.603,0.665576619,0.915823253
1994,-10.518,0.491178954,0.705881777
1994,-14.618,0.331090126,0.416141022
1994,-6.131,0.531050193,0.691133729
1994,-14.893,0.361509802,0.520204911
1994,-10.319,0.407539019,0.604282094
1994,-4.659,0.528302262,0.749876367
1994,-10.112,0.491178954,0.705881777
1994,-14.421,0.591628024,0.853124523
1994,-10.291,0.490079584,0.776598968
1994,-9.115,0.543706051,0.676755655
1994,-8.871,0.475085634,0.687023631
1994,-13.374,0.568350503,0.779838092
1994,-10.351,0.544257506,0.73379894
1994,-19.173,0.34054408,0.479755041
1994,-8.294,0.429545085,0.592699548
1994,-10.68,0.407539019,0.604282094
1994,-16.117,0.442765842,0.661080168
1994,-16.444,0.34054408,0.479755041
1994,-10.829,0,0.32073576
1994,-10.562,0.490079584,0.776598968
1994,-11.943,0.347006921,0.581884359
1994,-11.877,0.460389582,0.691956473
1994,-15.585,0.391370587,0.522197175
1994,-6.574,0.411195688,0.642280769
1994,-13.328,0.358844043,0.46492901
1994,-9.812,0,0.049036792
1994,-9.531,0.553566172,0.709010525
1994,-8.234,0.443547553,0.64444361
1994,-7.106,0.311559176,0.439907658
1994,-6.895,0.561830538,0.69480252
1994,-8.031,0.382934593,0.546648694
1994,-10.117,0.329543322,0.439634435
1994,-17.294,0.349431338,0.517274592
1994,-8.814,0.42080185,0.690626256
1994,-8.512,0.618219159,0.858677442
1994,-9.324,0.320086927,0.470212296
1994,-16.21,0.439843854,0.57763315
1994,-16.891,0.497544085,0.639158708
1994,-7.971,0.479407676,0.694021648
1994,-8.6,0.377593082,0.713274972
1994,-24.997,0.376939984,0.577276089
1994,-11.041,0.370628892,0.512687131
1994,-10.672,0,0.050656773
1994,-15.324,0.317845056,0.514425773
1994,-11.051,0.320086927,0.470212296
1994,-7.387,0.458210742,0.631702562
1994,-13.601,0.418989675,0.590473194
1994,-10.416,0.352976472,0.510301323
1994,-13.27,0.498668875,0.693009204
1994,-8.141,0.370962958,0.622940428
1994,-14.089,0.37246298,0.591846287
1994,-10.851,0.365822369,0.533659594
1994,-9.508,0.457072953,0.631662672
1994,-25.342,0.318458623,0.44492125
1994,-10.1,0.463900095,0.71881021
1994,-13.606,0.440326073,0.680620248
1994,-6.515,0.407539019,0.604282094
1994,-7.467,0.47594129,0.699262056
1994,-12.623,0.364384924,0.58547954
1994,-12.896,0.261981713,0.467411428
1994,-8.649,0.352976472,0.018501542
1994,-11.798,0.386441097,0.579424108
1994,-18.679,0.332870567,0.485792919
1994,-31.708,0.497544085,0.639158708
1994,-6.31,0.311789406,0.392710303
1995,-15.663,0.442765842,0.661080168
1995,-9.493,0.33457736,0.50407567
1995,-13.33,0.383524247,0.54858513
1995,-11.829,0.432011947,0.559278494
1995,-14.248,0.372251208,0.573605491
1995,-12.772,0.353000688,0.44104996
1995,-10.57,0.37444943,0.499939221
1995,-8.489,0.298372721,0.362358559
1995,-9.636,0.491468882,0.756063871
1995,-14.979,0.344540601,0.563845985
1995,-19.976,0.804219797,0.833178526
1995,-13.876,0.469425908,0.704411407
1995,-9.586,0.507962145,0.621825362
1995,-8.521,0.379228069,0.50087616
1995,-3.959,0.274360733,0.453531639
1995,-2.617,0.766545451,0.86652032
1995,-5.498,0.454714841,0.640574149
1995,-7.207,0.536219993,0.767768809
1995,-10.494,0.298372721,0.362358559
1995,-11.71,0.299878259,0.479292219
1995,-7.683,0.437735968,0.597702904
1995,-7.711,0.536219993,0.767768809
1995,-14.173,0.432011947,0.559278494
1995,-11.448,0.490079584,0.776598968
1995,-12.042,0.449602656,0.640695921
1995,-15.406,0.412610819,0.580481348
1995,-7.164,0.316724551,0.472247769
1995,-7.986,0.550762085,0.839275393
